estudiante_id,carrera,semestre,genero,edad,promedio,materias_inscritas,materias_aprobadas,materias_reprobadas,asistencia_pct,beca,trabaja
EST-1933,Contaduria,9,F,24,14.9,5,3,2,100.0,False,False
EST-1934,Economia,4,M,27,11.2,6,3,3,100.0,False,False
EST-1935,Economia,6,F,23,12.1,7,5,2,78.5,False,False
EST-1936,Administracion,8,M,28,16.8,7,7,0,76.4,True,False
EST-1937,Administracion,10,F,25,17.2,7,7,0,85.8,False,True
EST-1938,Contaduria,9,F,23,14.9,7,5,2,73.1,False,True
EST-1939,Contaduria,1,M,23,13.5,5,3,2,94.4,False,False
EST-1940,Economia,5,M,25,7.1,6,2,4,92.9,False,False
EST-1941,Administracion,5,M,26,12.8,6,4,2,70.1,False,True
EST-1942,Contaduria,7,M,23,9.7,7,4,3,75.0,False,True
EST-1943,Contaduria,7,F,22,9.9,7,4,3,79.5,False,False
EST-1944,Economia,9,F,27,11.9,6,3,3,76.0,False,True
EST-1945,Administracion,4,F,20,10.3,7,4,3,86.4,False,False
EST-1946,Contaduria,5,F,22,12.1,5,1,4,80.5,False,False
EST-1947,Relaciones Industriales,10,F,21,11.6,6,3,3,71.5,False,False
EST-1948,Economia,4,F,20,14.1,5,2,3,75.4,False,False
EST-1949,Relaciones Industriales,4,F,18,14.6,7,5,2,73.4,False,True
EST-1950,Contaduria,4,M,26,12.1,5,4,1,75.9,True,False
EST-1951,Administracion,1,M,18,16.8,5,3,2,93.7,False,False
EST-1952,Administracion,4,F,19,12.6,5,3,2,86.5,False,True
EST-1953,Contaduria,4,M,20,13.9,4,2,2,80.4,False,True
EST-1954,Contaduria,9,F,22,15.5,7,5,2,81.0,True,False
EST-1955,Contaduria,4,F,20,11.9,7,3,4,100.0,False,False
EST-1956,Contaduria,6,M,18,12.3,7,5,2,80.9,False,True
EST-1957,Contaduria,9,F,22,14.4,5,5,0,100.0,False,False
EST-1958,Economia,6,F,22,6.7,7,0,7,78.8,False,True
EST-1959,Administracion,8,F,19,7.7,4,2,2,80.7,False,True
EST-1960,Relaciones Industriales,5,F,22,10.9,5,2,3,89.8,False,True
EST-1961,Administracion,7,F,21,10.2,6,2,4,82.1,True,False
EST-1962,Economia,4,F,21,20.0,7,7,0,89.6,True,False
EST-1963,Administracion,10,M,23,16.8,6,5,1,61.6,False,True
EST-1964,Economia,10,F,25,16.0,7,7,0,86.7,False,True
EST-1965,Relaciones Industriales,8,F,23,9.9,7,2,5,86.2,False,True
EST-1966,Administracion,6,F,22,15.1,7,6,1,78.7,True,False
EST-1967,Economia,1,M,20,12.9,7,4,3,75.2,False,False
EST-1968,Economia,4,F,22,14.3,6,2,4,82.7,False,False
EST-1969,Administracion,3,F,21,12.6,5,1,4,73.5,True,True
EST-1970,Administracion,10,M,20,11.9,7,5,2,59.3,False,True
EST-1971,Administracion,1,F,21,18.4,5,5,0,66.8,False,False
EST-1972,Contaduria,6,M,24,15.9,5,4,1,89.4,False,True
EST-1973,Administracion,2,F,19,16.5,4,4,0,78.3,False,False
EST-1974,Relaciones Industriales,1,F,23,13.3,5,4,1,70.8,False,True
EST-1975,Economia,8,F,23,12.7,6,3,3,100.0,False,False
EST-1976,Administracion,7,M,23,12.7,4,3,1,100.0,False,False
EST-1977,Administracion,8,M,23,12.5,7,4,3,83.6,False,False
EST-1978,Administracion,1,F,22,17.6,4,4,0,83.2,False,False
EST-1979,Administracion,1,M,19,14.6,7,7,0,100.0,False,False
EST-1980,Relaciones Industriales,9,F,27,16.4,4,4,0,76.7,False,False
EST-1981,Relaciones Industriales,8,F,21,12.8,7,6,1,72.3,True,True
EST-1982,Administracion,1,M,19,10.1,4,2,2,60.0,False,False
EST-1983,Administracion,10,M,28,14.0,4,2,2,94.9,False,False
EST-1984,Administracion,8,F,22,13.5,6,3,3,81.8,False,False
EST-1985,Economia,9,F,19,16.0,7,6,1,82.6,False,True
EST-1986,Relaciones Industriales,9,F,25,14.1,4,3,1,83.9,False,False
EST-1987,Relaciones Industriales,8,M,23,11.6,6,4,2,60.6,False,True
EST-1988,Economia,5,F,18,12.9,4,3,1,96.1,False,False
EST-1989,Relaciones Industriales,6,M,24,12.2,7,6,1,85.0,False,True
EST-1990,Economia,10,M,21,11.9,7,7,0,53.2,False,True
EST-1991,Relaciones Industriales,5,F,20,14.4,7,4,3,85.2,True,True
EST-1992,Administracion,6,M,24,15.1,7,6,1,90.7,False,False
EST-1993,Economia,8,F,24,13.0,5,2,3,70.3,True,True
EST-1994,Relaciones Industriales,8,F,26,15.6,5,2,3,52.9,False,True
EST-1995,Contaduria,5,F,20,9.0,6,1,5,68.4,False,True
EST-1996,Contaduria,5,F,21,10.0,4,4,0,72.1,False,True
EST-1997,Relaciones Industriales,4,F,24,12.2,4,3,1,84.1,False,False
EST-1998,Administracion,3,F,22,14.5,4,4,0,88.7,False,False
EST-1999,Economia,2,M,18,12.5,6,3,3,77.4,False,True
EST-2000,Administracion,5,F,27,14.3,7,6,1,67.1,False,True
EST-2001,Relaciones Industriales,2,M,20,12.8,6,4,2,100.0,False,False
EST-2002,Relaciones Industriales,5,F,24,13.0,6,2,4,98.2,True,True
EST-2003,Relaciones Industriales,5,F,17,10.2,5,3,2,71.7,False,True
EST-2004,Relaciones Industriales,2,F,19,8.9,7,3,4,71.0,False,True
EST-2005,Contaduria,7,M,20,16.5,4,3,1,63.7,False,True
EST-2006,Economia,5,M,20,10.0,6,3,3,71.8,True,False
EST-2007,Relaciones Industriales,9,F,23,15.8,6,6,0,81.6,False,False
EST-2008,Economia,10,M,23,12.5,4,3,1,78.3,False,True
EST-2009,Economia,4,F,23,17.2,5,4,1,80.7,False,False
EST-2010,Contaduria,4,M,19,15.2,7,5,2,64.8,False,True
EST-2011,Contaduria,9,M,18,17.8,5,5,0,83.5,False,False
EST-2012,Economia,1,F,17,11.0,6,3,3,59.9,False,True
EST-2013,Economia,6,M,21,14.6,6,3,3,77.4,False,False
EST-2014,Administracion,1,F,24,13.2,4,3,1,94.9,False,False
EST-2015,Economia,2,F,22,10.0,5,0,5,82.2,False,False
EST-2016,Contaduria,8,F,24,11.5,6,4,2,87.2,False,True
EST-2017,Relaciones Industriales,10,F,25,12.1,5,3,2,60.3,False,True
EST-2018,Contaduria,8,M,30,14.6,7,6,1,100.0,False,False
EST-2019,Economia,2,F,19,15.3,5,4,1,88.0,False,False
EST-2020,Economia,5,M,17,15.8,6,4,2,79.4,False,False
EST-2021,Economia,4,F,20,14.8,4,3,1,98.2,True,False
EST-2022,Contaduria,5,M,24,11.1,6,2,4,80.3,False,True
EST-2023,Contaduria,7,M,17,11.2,6,5,1,84.1,False,True
EST-2024,Economia,7,F,23,17.9,4,4,0,74.3,True,True
EST-2025,Contaduria,10,F,26,15.5,4,2,2,85.8,False,False
EST-2026,Administracion,2,F,22,13.0,5,4,1,66.3,True,True
EST-2027,Administracion,9,F,24,15.3,6,4,2,100.0,False,False
EST-2028,Economia,5,F,25,15.0,5,3,2,81.4,False,True
EST-2029,Relaciones Industriales,9,M,22,16.1,7,6,1,68.8,False,False
EST-2030,Administracion,2,F,22,11.9,4,2,2,74.9,False,True
EST-2031,Administracion,6,F,25,15.1,7,7,0,88.0,False,False
EST-2032,Contaduria,2,F,17,10.4,5,3,2,70.0,False,True
EST-2033,Relaciones Industriales,9,F,25,17.0,5,4,1,72.5,False,False
EST-2034,Administracion,6,M,23,13.6,6,3,3,59.2,False,True
EST-2035,Administracion,6,F,23,14.5,6,5,1,85.5,False,False
EST-2036,Administracion,4,F,17,11.6,5,2,3,82.4,False,False
EST-2037,Contaduria,6,M,23,16.5,6,4,2,76.8,False,False
EST-2038,Administracion,4,F,25,16.3,5,5,0,98.5,False,False
EST-2039,Contaduria,7,M,22,9.9,7,3,4,64.0,True,True
EST-2040,Administracion,5,M,26,14.6,7,4,3,92.1,False,False
EST-2041,Economia,9,F,22,12.5,5,2,3,54.3,False,True
EST-2042,Administracion,4,M,27,13.1,7,5,2,82.5,False,False
EST-2043,Administracion,7,M,26,12.2,4,2,2,82.4,False,False
EST-2044,Relaciones Industriales,8,M,21,14.7,6,6,0,93.1,False,False
EST-2045,Economia,9,M,26,6.6,5,2,3,76.3,False,True
EST-2046,Contaduria,2,M,28,17.2,6,5,1,92.3,False,False
EST-2047,Administracion,10,M,28,17.0,7,6,1,93.7,False,False
EST-2048,Administracion,2,M,19,11.3,6,2,4,57.5,False,True
EST-2049,Economia,2,M,21,5.3,4,1,3,73.4,True,True
EST-2050,Relaciones Industriales,5,F,20,10.7,5,3,2,84.5,True,True
EST-2051,Economia,10,F,26,15.3,5,5,0,92.7,True,False
EST-2052,Relaciones Industriales,3,F,22,15.0,4,4,0,73.1,True,True
EST-2053,Contaduria,8,F,22,14.5,6,3,3,72.8,False,True
EST-2054,Relaciones Industriales,3,F,21,14.2,6,4,2,67.1,False,True
EST-2055,Administracion,4,F,25,14.4,5,4,1,51.8,False,True
EST-2056,Contaduria,2,F,20,12.3,7,6,1,90.0,False,False
EST-2057,Contaduria,6,F,25,15.0,4,4,0,70.7,False,True
EST-2058,Administracion,4,F,23,10.6,4,3,1,79.2,False,False
EST-2059,Relaciones Industriales,3,M,18,10.1,7,1,6,78.8,False,False
EST-2060,Administracion,10,F,23,11.9,5,1,4,54.5,False,True
EST-2061,Economia,3,F,17,11.3,6,4,2,84.4,True,True
EST-2062,Economia,10,F,20,11.0,7,5,2,53.5,False,True
EST-2063,Administracion,1,F,19,11.4,4,1,3,84.3,False,True
EST-2064,Administracion,8,M,23,14.5,6,6,0,87.2,True,True
EST-2065,Relaciones Industriales,9,M,26,13.8,4,3,1,79.1,False,True
EST-2066,Administracion,1,F,24,11.8,7,5,2,92.6,False,True
EST-2067,Contaduria,7,F,23,15.5,7,5,2,57.5,False,True
EST-2068,Relaciones Industriales,7,M,22,15.0,4,3,1,71.5,False,False
EST-2069,Economia,5,F,21,8.5,5,1,4,93.8,False,False
EST-2070,Contaduria,8,M,23,12.0,4,4,0,76.8,False,False
EST-2071,Administracion,4,F,18,11.8,4,1,3,82.3,False,True
EST-2072,Economia,3,M,21,14.2,4,3,1,84.7,False,True
EST-2073,Relaciones Industriales,6,M,20,12.4,6,4,2,73.1,False,True
EST-2074,Relaciones Industriales,7,M,20,14.3,7,3,4,76.4,False,True
EST-2075,Administracion,5,F,22,11.6,4,1,3,55.3,False,True
EST-2076,Contaduria,9,F,27,11.3,7,6,1,79.3,False,True
EST-2077,Administracion,10,F,29,17.8,4,3,1,72.7,False,True
EST-2078,Relaciones Industriales,10,M,25,13.2,7,5,2,96.5,False,False
EST-2079,Administracion,7,F,24,14.8,5,2,3,72.2,False,False
EST-2080,Economia,8,M,22,12.9,6,4,2,89.4,False,True
EST-2081,Economia,3,M,21,12.6,7,4,3,80.0,False,False
EST-2082,Administracion,4,M,21,11.0,5,3,2,75.3,False,True
EST-2083,Administracion,8,F,25,11.2,4,1,3,92.7,False,True
EST-2084,Relaciones Industriales,10,F,25,10.4,7,3,4,67.6,False,True
EST-2085,Administracion,10,F,25,7.4,4,0,4,74.7,False,True
EST-2086,Contaduria,1,F,18,7.6,5,3,2,62.9,False,True
EST-2087,Administracion,9,M,26,12.3,4,2,2,81.0,False,False
EST-2088,Contaduria,6,F,25,15.9,6,3,3,77.2,False,True
EST-2089,Administracion,6,M,17,17.0,6,6,0,75.1,True,False
EST-2090,Relaciones Industriales,9,M,23,15.3,4,2,2,99.9,True,False
EST-2091,Administracion,10,F,25,17.1,4,3,1,71.6,False,False
EST-2092,Administracion,9,F,24,13.8,7,5,2,48.9,False,True
EST-2093,Economia,5,M,25,18.8,7,7,0,96.1,False,False
EST-2094,Administracion,3,M,21,12.8,6,5,1,78.0,False,True
EST-2095,Relaciones Industriales,10,F,27,15.6,6,5,1,74.1,False,False
EST-2096,Relaciones Industriales,9,M,25,16.0,4,4,0,63.0,False,True
EST-2097,Administracion,6,M,22,15.4,5,3,2,73.4,False,False
EST-2098,Economia,2,M,17,14.6,4,2,2,67.2,False,False
EST-2099,Economia,8,M,21,14.4,7,6,1,59.7,False,True
EST-2100,Contaduria,5,F,21,11.5,6,2,4,76.7,False,True
EST-2101,Economia,7,F,24,8.6,7,4,3,69.7,False,True
EST-2102,Relaciones Industriales,3,F,27,9.6,4,2,2,73.0,False,True
EST-2103,Economia,3,M,21,17.1,6,5,1,96.5,False,True
EST-2104,Contaduria,2,M,22,14.8,6,4,2,68.7,False,True
EST-2105,Contaduria,10,M,24,9.2,5,1,4,92.1,False,False
EST-2106,Contaduria,4,M,20,5.3,5,2,3,88.8,False,True
EST-2107,Administracion,9,F,24,12.3,6,3,3,71.0,False,True
EST-2108,Contaduria,3,M,18,14.3,5,5,0,69.0,False,False
EST-2109,Economia,4,F,21,12.0,4,4,0,88.7,True,False
EST-2110,Administracion,9,M,23,13.4,7,6,1,67.3,False,False
EST-2111,Economia,1,F,20,11.3,6,5,1,72.9,False,True
EST-2112,Economia,2,F,21,10.6,5,3,2,93.8,False,True
EST-2113,Contaduria,3,F,22,13.5,6,4,2,62.5,False,True
EST-2114,Contaduria,5,M,20,13.8,6,4,2,89.6,False,True
EST-2115,Administracion,8,M,23,13.8,5,4,1,86.4,False,False
EST-2116,Economia,3,F,18,13.2,5,4,1,82.5,False,False
EST-2117,Administracion,1,F,17,16.2,5,4,1,89.1,False,False
EST-2118,Economia,7,M,21,8.9,4,1,3,65.8,False,True
EST-2119,Economia,10,F,24,15.1,4,2,2,78.6,False,False
EST-2120,Relaciones Industriales,6,M,25,9.9,7,5,2,83.9,False,False
EST-2121,Relaciones Industriales,4,M,24,10.3,7,1,6,78.5,False,True
EST-2122,Contaduria,10,M,25,12.2,6,5,1,77.1,False,True
EST-2123,Relaciones Industriales,4,F,19,13.3,7,3,4,81.7,False,False
EST-2124,Contaduria,8,M,23,10.7,7,7,0,75.6,False,False
EST-2125,Administracion,4,M,23,15.6,4,3,1,80.7,True,False
EST-2126,Contaduria,6,M,23,18.4,7,6,1,80.0,False,False
EST-2127,Administracion,4,M,22,14.2,4,2,2,90.2,True,True
EST-2128,Relaciones Industriales,5,M,24,13.9,6,3,3,83.5,False,False
EST-2129,Administracion,1,F,20,12.6,4,1,3,90.7,False,False
EST-2130,Contaduria,2,F,20,8.8,4,0,4,90.0,True,True
EST-2131,Contaduria,7,F,24,19.1,7,7,0,64.4,False,False
EST-2132,Contaduria,8,M,21,11.5,7,6,1,85.5,False,False
EST-2133,Contaduria,3,M,22,14.1,4,4,0,87.2,False,True
EST-2134,Relaciones Industriales,1,M,24,12.8,6,4,2,86.9,False,False
EST-2135,Relaciones Industriales,7,M,25,12.3,6,3,3,97.0,False,False
EST-2136,Contaduria,4,F,19,17.4,6,6,0,66.2,False,True
EST-2137,Contaduria,5,F,25,18.1,6,6,0,87.0,False,False
EST-2138,Economia,10,F,22,11.4,7,5,2,84.0,False,False
EST-2139,Administracion,6,F,25,11.1,4,1,3,78.7,False,False
EST-2140,Economia,6,F,27,14.8,4,3,1,74.1,False,False
EST-2141,Economia,7,F,27,13.5,7,3,4,72.9,False,False
EST-2142,Contaduria,1,F,19,20.0,6,6,0,75.6,False,False
EST-2143,Relaciones Industriales,10,M,32,15.0,7,7,0,100.0,False,False
EST-2144,Administracion,1,M,17,15.4,4,4,0,100.0,False,False
EST-2145,Administracion,7,F,23,15.3,5,5,0,96.7,False,False
EST-2146,Contaduria,1,F,21,14.4,5,5,0,81.8,True,False
EST-2147,Contaduria,6,M,21,13.7,7,4,3,76.8,True,True
EST-2148,Relaciones Industriales,3,M,21,17.0,7,5,2,75.7,False,True
EST-2149,Contaduria,8,M,20,13.4,4,2,2,54.5,False,True
EST-2150,Contaduria,2,M,21,12.0,5,3,2,100.0,True,False
EST-2151,Administracion,3,F,17,18.9,4,4,0,81.3,False,False
EST-2152,Administracion,10,F,22,9.6,7,4,3,82.9,False,True
EST-2153,Administracion,6,F,27,12.9,5,5,0,70.4,False,True
EST-2154,Relaciones Industriales,1,F,23,9.1,7,2,5,83.5,False,False
EST-2155,Administracion,7,F,23,13.3,4,3,1,62.6,False,True
EST-2156,Economia,1,F,21,10.8,5,2,3,87.9,False,True
EST-2157,Relaciones Industriales,5,M,21,8.4,7,3,4,66.2,False,True
EST-2158,Economia,5,M,23,16.9,4,3,1,53.0,False,False
EST-2159,Relaciones Industriales,3,M,27,14.6,6,5,1,84.6,False,False
EST-2160,Relaciones Industriales,9,M,21,10.3,6,3,3,80.2,False,False
EST-2161,Contaduria,7,M,19,14.2,7,4,3,85.3,True,False
EST-2162,Relaciones Industriales,4,M,20,14.5,4,2,2,88.9,False,False
EST-2163,Contaduria,10,M,27,14.0,5,4,1,92.8,False,False
EST-2164,Administracion,3,F,20,12.6,7,4,3,76.9,False,True
EST-2165,Contaduria,5,F,25,10.3,7,5,2,84.8,False,True
EST-2166,Economia,1,F,18,10.6,6,3,3,91.6,True,True
EST-2167,Economia,8,M,22,16.8,6,4,2,100.0,False,False
EST-2168,Contaduria,3,M,21,11.6,5,2,3,72.6,False,True
EST-2169,Administracion,9,M,23,13.4,4,3,1,100.0,False,True
EST-2170,Administracion,2,F,20,12.2,6,4,2,79.6,False,False
EST-2171,Relaciones Industriales,10,M,22,14.5,6,5,1,92.5,True,False
EST-2172,Contaduria,7,F,24,15.9,4,2,2,74.4,True,False
EST-2173,Economia,7,M,22,17.3,5,5,0,77.5,False,True
EST-2174,Administracion,10,F,20,12.1,5,5,0,70.6,False,True
EST-2175,Relaciones Industriales,7,F,25,7.7,6,2,4,61.2,False,False
EST-2176,Contaduria,8,F,20,13.1,4,4,0,72.6,False,False
EST-2177,Contaduria,4,F,26,12.2,4,2,2,59.2,False,True
EST-2178,Contaduria,6,F,26,9.4,5,1,4,99.4,False,True
EST-2179,Relaciones Industriales,8,F,20,13.1,7,2,5,94.8,False,False
EST-2180,Economia,6,F,23,14.4,6,5,1,71.3,False,False
EST-2181,Relaciones Industriales,2,F,28,11.8,6,3,3,53.9,False,True
EST-2182,Economia,7,F,24,12.7,4,4,0,96.2,False,False
EST-2183,Relaciones Industriales,10,M,25,15.6,4,3,1,80.1,False,True
EST-2184,Economia,5,F,22,16.7,5,3,2,94.2,False,False
EST-2185,Relaciones Industriales,9,F,23,11.0,7,3,4,74.1,True,False
EST-2186,Contaduria,5,M,23,15.6,5,4,1,81.8,False,False
EST-2187,Relaciones Industriales,5,F,20,11.2,7,5,2,80.5,False,False
EST-2188,Economia,4,F,23,13.0,5,3,2,82.9,False,True
EST-2189,Relaciones Industriales,10,F,26,12.9,5,4,1,62.0,False,True
EST-2190,Economia,4,F,22,15.9,5,4,1,78.2,False,False
EST-2191,Economia,9,F,24,10.5,7,4,3,81.7,False,True
EST-2192,Economia,10,M,24,13.2,6,5,1,72.7,False,True
EST-2193,Administracion,10,M,21,15.0,7,7,0,65.5,False,False
EST-2194,Administracion,10,M,22,13.9,4,4,0,61.2,False,True
EST-2195,Contaduria,1,M,19,11.8,7,3,4,42.5,False,True
EST-2196,Economia,8,F,25,11.5,6,4,2,84.2,False,True
EST-2197,Contaduria,5,F,24,10.6,4,3,1,94.9,True,True
EST-2198,Relaciones Industriales,9,F,26,15.1,5,5,0,69.9,False,True
EST-2199,Relaciones Industriales,6,F,26,11.4,5,4,1,87.7,False,False
EST-2200,Contaduria,10,M,24,17.2,7,5,2,81.3,False,False
EST-2201,Relaciones Industriales,7,F,22,14.7,6,5,1,88.9,False,True
EST-2202,Contaduria,7,F,22,15.8,4,4,0,96.5,False,False
EST-2203,Contaduria,8,M,22,14.8,4,4,0,100.0,False,False
EST-2204,Administracion,6,F,21,11.5,7,5,2,75.8,True,True
EST-2205,Economia,7,F,24,13.0,5,4,1,79.7,False,False
EST-2206,Administracion,6,M,22,9.8,4,3,1,67.4,False,True
EST-2207,Relaciones Industriales,9,F,22,10.6,6,3,3,81.4,False,True
EST-2208,Administracion,5,F,22,10.8,7,3,4,71.9,False,True
EST-2209,Relaciones Industriales,5,M,22,11.4,5,4,1,72.4,False,False
EST-2210,Relaciones Industriales,10,F,23,12.7,7,6,1,95.0,True,False
EST-2211,Administracion,8,M,25,15.1,6,5,1,80.8,False,True
EST-2212,Relaciones Industriales,7,F,20,11.2,7,6,1,100.0,False,False
EST-2213,Relaciones Industriales,10,F,24,10.9,7,2,5,79.7,False,True
EST-2214,Administracion,8,F,24,16.7,6,3,3,64.1,False,True
EST-2215,Administracion,6,M,26,11.4,5,5,0,67.1,True,True
EST-2216,Relaciones Industriales,5,M,21,8.1,4,2,2,61.3,False,True
EST-2217,Relaciones Industriales,8,F,23,10.8,4,1,3,97.7,False,False
EST-2218,Administracion,7,F,23,16.4,7,6,1,86.4,False,False
EST-2219,Contaduria,1,M,20,15.0,5,4,1,100.0,False,False
EST-2220,Economia,9,F,25,15.9,7,6,1,100.0,True,False
EST-2221,Relaciones Industriales,8,F,25,12.6,7,5,2,83.3,False,True
EST-2222,Contaduria,3,F,19,12.0,6,3,3,84.8,False,False
EST-2223,Contaduria,5,M,25,16.0,4,2,2,69.1,False,False
EST-2224,Contaduria,3,F,22,11.3,4,2,2,82.5,False,False
EST-2225,Administracion,4,M,18,11.6,4,3,1,88.7,False,False
EST-2226,Relaciones Industriales,4,F,23,10.6,4,2,2,80.9,False,True
EST-2227,Economia,9,F,21,10.9,4,2,2,84.0,False,True
EST-2228,Administracion,7,M,23,11.0,5,2,3,100.0,False,False
EST-2229,Economia,5,F,21,12.9,5,3,2,76.0,False,True
EST-2230,Economia,1,F,22,16.1,5,3,2,94.8,True,False
EST-2231,Relaciones Industriales,10,F,28,13.0,7,7,0,77.8,False,False
EST-2232,Administracion,6,F,27,14.4,7,4,3,72.9,False,False
EST-2233,Contaduria,6,F,24,13.8,5,4,1,85.6,False,False
EST-2234,Economia,4,F,21,16.8,7,4,3,66.2,False,True
EST-2235,Administracion,3,M,18,10.4,4,3,1,74.5,False,False
EST-2236,Economia,3,M,19,14.6,5,2,3,91.9,False,True
EST-2237,Administracion,4,M,23,7.7,6,3,3,88.2,False,True
EST-2238,Economia,2,M,25,10.0,7,2,5,73.8,False,True
EST-2239,Relaciones Industriales,9,F,24,11.8,5,2,3,74.5,False,True
EST-2240,Relaciones Industriales,1,F,18,9.2,7,4,3,75.1,True,True
EST-2241,Administracion,7,F,25,13.7,5,3,2,86.1,False,False
EST-2242,Administracion,6,F,23,13.1,4,2,2,63.3,False,False
EST-2243,Economia,10,F,22,11.9,4,3,1,68.9,False,True
EST-2244,Administracion,6,M,25,11.7,4,1,3,79.4,False,False
EST-2245,Administracion,6,F,19,12.5,6,4,2,84.8,False,False
EST-2246,Administracion,9,M,23,17.3,4,4,0,92.1,False,False
EST-2247,Administracion,1,F,17,11.5,7,6,1,71.5,False,False
EST-2248,Contaduria,7,F,21,13.7,4,3,1,77.1,False,False
EST-2249,Administracion,5,M,19,7.9,7,5,2,71.6,False,True
EST-2250,Relaciones Industriales,2,F,21,8.5,7,2,5,69.7,True,True
EST-2251,Relaciones Industriales,1,M,19,11.2,5,3,2,71.7,False,False
EST-2252,Economia,3,M,27,9.4,6,3,3,49.5,False,True
EST-2253,Administracion,6,M,21,8.2,4,4,0,74.1,False,True
EST-2254,Administracion,4,F,20,10.2,7,2,5,85.5,False,True
EST-2255,Administracion,7,F,23,16.4,7,7,0,76.5,False,False
EST-2256,Relaciones Industriales,3,F,23,15.6,6,5,1,72.9,False,False
EST-2257,Relaciones Industriales,7,F,28,12.0,5,5,0,85.1,False,False
EST-2258,Relaciones Industriales,3,F,20,12.3,7,4,3,79.7,True,False
EST-2259,Administracion,10,M,24,9.2,5,2,3,75.6,False,True
EST-2260,Economia,7,F,25,16.1,5,4,1,71.8,True,False
EST-2261,Relaciones Industriales,8,F,28,13.8,5,2,3,58.9,True,True
EST-2262,Economia,1,M,17,14.3,4,4,0,77.8,False,True
EST-2263,Contaduria,3,F,19,11.5,5,1,4,83.8,False,False
EST-2264,Economia,8,F,24,17.2,6,6,0,94.6,False,False
EST-2265,Economia,6,F,21,10.3,6,4,2,89.0,False,False
EST-2266,Economia,5,F,21,8.7,7,2,5,57.8,True,True
EST-2267,Administracion,1,F,25,15.1,4,4,0,87.5,True,False
EST-2268,Administracion,9,F,26,10.9,4,2,2,76.6,False,True
EST-2269,Administracion,5,M,23,19.1,4,4,0,54.6,False,False
EST-2270,Relaciones Industriales,1,F,19,17.7,5,4,1,97.6,True,False
EST-2271,Economia,9,F,28,13.9,5,3,2,82.3,False,True
EST-2272,Contaduria,10,F,25,19.5,5,5,0,76.3,True,False
EST-2273,Administracion,10,F,25,14.4,6,4,2,48.9,False,False
EST-2274,Relaciones Industriales,5,F,18,12.8,4,2,2,100.0,True,False
EST-2275,Administracion,4,M,24,11.4,4,2,2,83.1,False,False
EST-2276,Administracion,7,F,25,13.6,5,4,1,88.5,False,False
EST-2277,Administracion,5,M,22,14.3,6,5,1,68.9,False,False
EST-2278,Contaduria,1,F,21,12.4,5,3,2,100.0,False,False
EST-2279,Economia,2,F,18,15.4,4,1,3,81.8,False,True
EST-2280,Relaciones Industriales,10,F,27,15.7,4,3,1,77.3,False,False
EST-2281,Relaciones Industriales,3,F,21,13.3,5,4,1,77.6,True,True
EST-2282,Contaduria,10,F,27,14.7,5,5,0,100.0,False,False
EST-2283,Relaciones Industriales,5,F,19,13.7,5,3,2,72.3,False,False
EST-2284,Economia,10,M,26,14.5,6,4,2,100.0,False,False
EST-2285,Contaduria,4,F,18,17.5,4,4,0,55.7,False,True
EST-2286,Administracion,8,M,23,14.1,6,6,0,78.6,False,True
EST-2287,Relaciones Industriales,4,M,18,12.8,5,4,1,75.9,False,False
EST-2288,Relaciones Industriales,9,M,27,13.1,6,4,2,76.5,False,True
EST-2289,Administracion,4,F,22,9.7,4,1,3,76.8,False,True
EST-2290,Relaciones Industriales,8,F,23,13.8,4,4,0,89.4,False,False
EST-2291,Administracion,10,M,23,16.1,5,2,3,100.0,False,False
EST-2292,Administracion,5,F,22,8.9,4,2,2,100.0,False,False
EST-2293,Administracion,4,M,26,13.5,4,4,0,71.3,False,True
EST-2294,Contaduria,10,F,23,13.5,4,2,2,88.2,False,False
EST-2295,Relaciones Industriales,8,F,20,13.1,7,6,1,72.2,True,True
EST-2296,Economia,10,F,22,14.3,6,5,1,78.0,False,True
EST-2297,Contaduria,10,F,23,12.3,6,3,3,86.5,False,False
EST-2298,Relaciones Industriales,5,M,23,11.8,6,6,0,87.9,False,False
EST-2299,Contaduria,1,M,20,14.5,6,4,2,89.6,True,False
EST-2300,Economia,1,F,21,17.3,4,3,1,90.6,False,False
EST-2301,Economia,4,F,22,14.0,7,6,1,92.0,False,False
EST-2302,Contaduria,7,F,17,14.3,7,6,1,83.7,True,True
EST-2303,Economia,9,F,27,14.7,4,4,0,77.2,False,True
EST-2304,Contaduria,1,F,19,12.5,5,3,2,76.0,True,True
EST-2305,Contaduria,6,F,20,12.1,4,2,2,73.5,False,True
EST-2306,Economia,3,M,23,9.5,7,4,3,85.0,False,False
EST-2307,Relaciones Industriales,8,M,23,19.9,5,5,0,96.0,False,False
EST-2308,Contaduria,2,F,20,12.2,5,4,1,91.7,False,False
EST-2309,Contaduria,4,M,24,12.8,7,3,4,67.9,False,True
EST-2310,Contaduria,9,M,24,19.0,7,7,0,83.1,False,False
EST-2311,Economia,7,M,20,15.2,4,3,1,92.7,False,False
EST-2312,Economia,5,M,22,15.5,6,4,2,99.0,False,False
EST-2313,Contaduria,4,M,22,13.1,7,6,1,86.0,False,False
EST-2314,Relaciones Industriales,9,M,23,11.6,6,3,3,93.0,False,True
EST-2315,Contaduria,8,F,22,12.6,5,3,2,98.2,False,False
EST-2316,Administracion,10,F,24,12.0,5,3,2,63.2,False,False
EST-2317,Economia,8,M,28,14.9,6,6,0,65.3,False,False
